Time,Oven T,Chamber T,Oven output
2021-12-11 6:15:31,110.0,109.07,6
2021-12-11 6:17:36,110.0,109.02,7
2021-12-11 6:19:41,110.0,109.1,11
2021-12-11 6:21:45,110.0,109.1,4
2021-12-11 6:23:50,110.0,109.02,9
2021-12-11 6:25:55,110.0,109.01,11
2021-12-11 6:27:59,110.0,109.1,9
2021-12-11 6:30:04,110.0,109.05,11
2021-12-11 6:32:08,110.0,109.06,12
2021-12-11 6:34:13 AM,110.0,109.17,7
2021-12-11 6:36:18,110.0,109.01,6
2021-12-11 6:38:22,110.0,109.12,9
2021-12-11 6:40:27,110.0,109.29,9
2021-12-11 6:42:31,110.0,109.15,10
2021-12-11 6:44:36,110.0,109.26,6
2021-12-11 6:46:41,110.0,109.17,12
2021-12-11 6:48:45,110.0,109.3,9
2021-12-11 6:50:50,110.0,109.22,7
2021-12-11 6:52:54,110.0,109.12,11
2021-12-11 6:54:59,110.0,109.34,11
2021-12-11 6:57:04,110.0,109.25,8
2021-12-11 6:59:08,110.0,109.29,9
2021-12-11 7:01:13,110.0,109.35,9
2021-12-11 7:03:17,110.0,109.21,7
2021-12-11 7:05:22,110.0,109.26,5
2021-12-11 7:07:27,110.0,109.29,4
2021-12-11 7:09:31,110.0,109.19,10
2021-12-11 7:11:36,110.0,109.29,9
2021-12-11 7:13:40,110.0,109.2,6
2021-12-11 7:15:45,110.0,109.32,10
2021-12-11 7:17:50,110.0,109.4,11
2021-12-11 7:19:54,110.0,109.34,7
2021-12-11 7:21:59,110.0,109.18,9
2021-12-11 7:24:04,110.0,109.36,6
2021-12-11 7:26:08,110.0,109.42,9
2021-12-11 7:28:13,110.0,109.3,8
2021-12-11 7:30:17,110.0,109.37,5
2021-12-11 7:32:22,110.0,109.47,3
2021-12-11 7:34:26,110.0,109.37,8
2021-12-11 7:36:31,110.0,109.43,8
2021-12-11 7:38:36,110.0,109.4,11
2021-12-11 7:40:40,110.0,109.31,10
2021-12-11 7:42:45,110.0,109.34,11
2021-12-11 7:44:49,110.0,109.34,6
2021-12-11 7:46:54,110.0,109.44,7
2021-12-11 7:48:59,110.0,109.35,7
2021-12-11 7:51:03,110.0,109.29,6
2021-12-11 7:53:08,110.0,109.48,3
2021-12-11 7:55:12,110.0,109.53,8
2021-12-11 7:57:17,110.0,109.43,9
2021-12-11 7:59:22,110.0,109.43,12
2021-12-11 8:01:26,110.0,109.38,8
2021-12-11 8:03:31,110.0,109.49,11
2021-12-11 8:05:35,110.0,109.42,10
2021-12-11 8:07:40,110.0,109.47,5
2021-12-11 8:09:45,110.0,109.48,8
2021-12-11 8:11:49,110.0,109.53,6
2021-12-11 8:13:54,110.0,109.64,8
2021-12-11 8:15:58,110.0,109.62,12
2021-12-11 8:18:03,110.0,109.57,7
2021-12-11 8:20:08,110.0,109.46,11
2021-12-11 8:22:12,110.0,109.54,9
2021-12-11 8:24:17,110.0,109.54,13
2021-12-11 8:26:22,110.0,109.45,10
2021-12-11 8:28:26,110.0,109.49,5
2021-12-11 8:30:31,110.0,109.54,7
2021-12-11 8:32:35,110.0,109.54,6
2021-12-11 8:34:40,110.0,109.44,9
2021-12-11 8:36:45,110.0,109.53,8
2021-12-11 8:38:49,110.0,109.62,9
2021-12-11 8:40:54,110.0,109.54,11
2021-12-11 8:42:58,110.0,109.55,9
2021-12-11 8:45:03,110.0,109.56,9
2021-12-11 8:47:07,110.0,109.48,13
2021-12-11 8:49:12,110.0,109.49,9
2021-12-11 8:51:17,110.0,109.53,8
2021-12-11 8:53:21,110.0,109.63,11
2021-12-11 8:55:26,110.0,109.64,10
2021-12-11 8:57:30,110.0,109.6,7
2021-12-11 8:59:35,110.0,109.68,5
2021-12-11 9:01:40,110.0,109.59,12
2021-12-11 9:03:44,110.0,109.54,6
2021-12-11 9:05:49,110.0,109.6,8
2021-12-11 9:07:53,110.0,109.64,10
2021-12-11 9:09:58,110.0,109.72,12
2021-12-11 9:12:03,110.0,109.6,8
2021-12-11 9:14:07,110.0,109.53,8
2021-12-11 9:16:12,110.0,109.62,4
2021-12-11 9:18:17,110.0,109.54,9
2021-12-11 9:20:21,110.0,109.61,7
2021-12-11 9:22:26,110.0,109.65,11
2021-12-11 9:24:30,110.0,109.71,8
2021-12-11 9:26:35,110.0,109.62,4
2021-12-11 9:28:39,110.0,109.74,8
2021-12-11 9:30:44,110.0,109.69,8
2021-12-11 9:32:49,110.0,109.65,7
2021-12-11 9:34:53,110.0,109.55,9
2021-12-11 9:36:58,110.0,109.64,8
2021-12-11 9:39:02,110.0,109.74,7
2021-12-11 9:41:07,110.0,109.65,11
2021-12-11 9:43:12,110.0,109.7,3
2021-12-11 9:45:16,110.0,109.81,5
2021-12-11 9:47:21,110.0,109.66,9
2021-12-11 9:49:25,110.0,109.76,9
2021-12-11 9:52:32,110.0,109.62,6
2021-12-11 9:54:37,110.0,109.88,8
2021-12-11 9:56:42,110.0,109.64,8
2021-12-11 9:58:46,110.0,109.64,7
2021-12-11 10:00:51,110.0,109.86,13
2021-12-11 10:02:55,110.0,109.82,10
2021-12-11 10:05:00,110.0,109.6,5
2021-12-11 10:07:04,110.0,109.77,8
2021-12-11 10:09:09,110.0,109.88,7
2021-12-11 10:11:14,110.1,109.78,9
2021-12-11 10:13:18,110.0,109.76,10
2021-12-11 10:15:23,110.0,109.83,9
2021-12-11 10:17:27,110.0,109.75,10
2021-12-11 10:19:32,110.0,109.92,5
2021-12-11 10:21:37,110.0,109.79,7
2021-12-11 10:24:44,110.0,109.66,7
2021-12-11 10:26:48,110.0,109.78,6
2021-12-11 10:28:53,110.0,109.75,11
2021-12-11 10:30:58,110.0,109.71,6
2021-12-11 10:33:02,110.0,109.78,2
2021-12-11 10:35:07,110.0,109.69,9
2021-12-11 10:37:11,110.0,109.86,10
2021-12-11 10:39:16,110.0,109.79,11
2021-12-11 10:41:21,110.0,109.8,6
2021-12-11 10:43:25,110.0,109.68,5
2021-12-11 10:45:30,110.0,109.85,5
2021-12-11 10:47:34,110.0,109.87,7
2021-12-11 10:49:39,110.0,109.69,7
2021-12-11 10:51:44,110.0,109.73,7
2021-12-11 10:53:48,110.0,109.9,8
2021-12-11 10:55:53,110.0,109.86,6
2021-12-11 10:57:57,110.0,109.84,10
2021-12-11 11:00:02,110.0,109.77,8
2021-12-11 11:02:07,110.0,110.01,10
2021-12-11 11:04:11,110.0,109.66,6
2021-12-11 11:06:16,110.0,109.79,6
2021-12-11 11:08:20,110.0,109.71,6
2021-12-11 11:10:25,110.0,109.91,7
2021-12-11 11:12:30,110.0,109.8,7
2021-12-11 11:14:34,110.0,109.69,6
2021-12-11 11:16:39,110.0,109.95,3
2021-12-11 11:18:43,110.0,109.83,8
2021-12-11 11:20:48,110.0,109.62,6
2021-12-11 11:22:53,110.0,109.83,8
2021-12-11 11:24:57,110.0,109.95,8
2021-12-11 11:27:02,110.0,109.94,9
2021-12-11 11:29:07,110.0,110.06,8
2021-12-11 11:31:11,110.0,109.92,6
2021-12-11 11:33:16,110.0,109.74,11
2021-12-11 11:35:20,110.0,109.69,9
2021-12-11 11:37:25,110.0,109.8,9
2021-12-11 11:39:29,110.0,109.8,10
2021-12-11 11:41:34,110.0,109.75,8
2021-12-11 11:43:39,110.0,109.73,8
2021-12-11 11:45:43,110.0,110.01,10
2021-12-11 11:47:48,110.0,109.83,12
2021-12-11 11:49:53,110.0,109.81,9
2021-12-11 11:51:57,110.0,109.99,8
2021-12-11 11:54:02,110.0,110.06,9
2021-12-11 11:56:06,110.0,109.85,7
2021-12-11 11:58:11,110.0,109.78,9
2021-12-11 12:00:15,110.0,109.86,6
2021-12-11 12:02:20,110.0,109.88,10
2021-12-11 12:04:25,110.0,109.96,5
2021-12-11 12:06:29,110.0,110.07,7
2021-12-11 12:08:34,110.0,109.95,8
2021-12-11 12:10:39,110.0,110.11,6
2021-12-11 12:12:43,110.0,110.35,6
2021-12-11 12:14:48,110.0,110.28,11
2021-12-11 12:16:52,110.0,110.15,13
2021-12-11 12:18:57,110.0,110.02,7
2021-12-11 12:21:02,110.0,110.84,7
2021-12-11 12:23:06,110.0,112.5,6
2021-12-11 12:25:11,110.0,115.98,8
2021-12-11 12:27:15,110.0,120.83,11
2021-12-11 12:29:20,110.0,125.99,8
2021-12-11 12:31:25,110.0,130.54,9
2021-12-11 12:33:29,110.0,134.28,5
2021-12-11 12:35:34,110.1,137.55,3
2021-12-11 12:37:39,110.0,139.99,7
2021-12-11 12:39:43,110.0,142.35,9
2021-12-11 12:41:48,110.0,144.26,9
2021-12-11 12:43:52,110.0,145.96,7
2021-12-11 12:45:57,110.0,147.27,9
2021-12-11 12:48:02,110.0,148.65,9
2021-12-11 12:50:06,110.0,149.82,11
2021-12-11 12:52:11,110.0,150.97,6
2021-12-11 12:54:15,110.0,149.76,9
2021-12-11 12:56:20,110.0,146.66,7
2021-12-11 12:58:25,110.0,143.12,5
2021-12-11 13:00:29,110.0,140.36,9
2021-12-11 13:02:34,110.0,138.05,8
2021-12-11 13:04:39,110.0,135.94,6
2021-12-11 13:06:43,110.0,134.39,9
2021-12-11 13:08:48,110.3,133.06,10
2021-12-11 13:10:52,110.9,132.0,10
2021-12-11 13:12:57,111.5,130.81,9
2021-12-11 13:15:02,112.0,129.96,5
2021-12-11 13:17:06,112.6,129.34,9
2021-12-11 13:19:11,113.2,128.4,8
2021-12-11 13:21:16,113.8,127.63,12
2021-12-11 13:23:20,114.4,127.13,6
2021-12-11 13:25:25,115.0,126.38,9
2021-12-11 13:27:29,115.6,125.84,12
2021-12-11 13:29:34,116.1,125.59,12
2021-12-11 13:31:39,116.7,124.91,12
2021-12-11 13:33:43,117.3,124.29,7
2021-12-11 13:35:48,117.9,124.16,7
2021-12-11 13:37:52,118.4,123.61,13
2021-12-11 13:39:57,119.0,123.11,14
2021-12-11 13:42:01,119.6,123.06,13
2021-12-11 13:44:06,120.2,122.73,10
2021-12-11 13:46:11,120.8,122.24,15
2021-12-11 13:48:15,121.4,121.9,7
2021-12-11 13:50:20,122.0,121.79,11
2021-12-11 13:52:24,122.5,121.61,14
2021-12-11 13:54:29,123.2,121.29,9
2021-12-11 13:56:34,123.7,121.16,11
2021-12-11 13:58:38,124.3,120.84,11
2021-12-11 14:00:43,124.9,120.58,6
2021-12-11 14:02:48,125.5,120.78,9
2021-12-11 14:04:52,126.1,120.43,12
2021-12-11 14:06:57,126.6,120.15,9
2021-12-11 14:09:01,127.3,120.15,7
2021-12-11 14:11:06,127.8,120.11,13
2021-12-11 14:13:11,128.4,119.99,8
2021-12-11 14:15:15,129.0,119.96,10
2021-12-11 14:17:20,129.6,119.86,8
2021-12-11 14:19:24,130.1,119.75,15
2021-12-11 14:21:29,130.7,119.78,7
2021-12-11 14:23:34,131.3,119.73,8
2021-12-11 14:25:38,131.9,119.66,15
2021-12-11 14:27:43,132.5,119.76,7
2021-12-11 14:29:47,133.1,119.93,9
2021-12-11 14:31:52,133.7,119.67,8
2021-12-11 14:33:57,134.3,119.89,12
2021-12-11 14:36:01,134.8,120.01,10
2021-12-11 14:38:06,135.4,119.79,8
2021-12-11 14:40:11,136.0,119.88,11
2021-12-11 14:42:15,136.6,119.97,13
2021-12-11 14:44:20,137.2,120.07,9
2021-12-11 14:46:24,137.8,120.13,9
2021-12-11 14:48:29,138.4,120.22,12
2021-12-11 14:50:34,138.9,120.32,10
2021-12-11 14:52:38,139.5,120.43,11
2021-12-11 14:54:43,140.1,120.82,11
2021-12-11 14:56:47,140.7,120.58,12
2021-12-11 14:58:52,141.3,120.69,5
2021-12-11 15:00:57,141.9,120.99,8
2021-12-11 15:03:01,142.4,121.36,10
2021-12-11 15:05:06,143.0,121.17,8
2021-12-11 15:07:10,143.6,121.47,11
2021-12-11 15:09:15,144.1,121.63,11
2021-12-11 15:11:20,144.8,121.69,13
2021-12-11 15:13:24,145.3,121.96,10
2021-12-11 15:15:29,145.9,122.1,13
2021-12-11 15:17:33,146.5,122.15,14
2021-12-11 15:19:38,147.1,122.53,11
2021-12-11 15:21:43,147.6,122.71,15
2021-12-11 15:23:47,148.3,123.02,12
2021-12-11 15:25:52,148.8,123.04,17
2021-12-11 15:27:57,149.4,123.34,10
2021-12-11 15:30:01,150.0,123.81,8
2021-12-11 15:32:06,150.6,123.85,13
2021-12-11 15:34:10,151.2,123.91,11
2021-12-11 15:36:15,151.8,124.24,12
2021-12-11 15:38:20,152.3,124.75,15
2021-12-11 15:40:24,153.0,124.65,10
2021-12-11 15:42:29,153.4,125.23,14
2021-12-11 15:44:33,154.1,125.44,14
2021-12-11 15:46:38,154.6,125.62,12
2021-12-11 15:48:43,155.3,125.76,7
2021-12-11 15:50:47,155.9,126.32,12
2021-12-11 15:52:52,156.4,126.25,8
2021-12-11 15:54:57,157.0,126.45,18
2021-12-11 15:57:01,157.5,127.05,14
2021-12-11 15:59:06,158.2,127.28,9
2021-12-11 16:01:10,158.8,127.5,10
2021-12-11 16:03:15,159.3,127.84,13
2021-12-11 16:05:20,160.0,128.3,12
2021-12-11 16:07:24,160.5,128.33,12
2021-12-11 16:09:29,161.1,128.75,15
2021-12-11 16:11:34,161.7,129.16,14
2021-12-11 16:13:39,162.3,129.3,10
2021-12-11 16:15:43,162.9,129.67,12
2021-12-11 16:17:48,163.4,130.06,14
2021-12-11 16:19:52,164.0,130.28,9
2021-12-11 16:21:57,164.6,130.55,10
2021-12-11 16:24:02,165.1,130.82,17
2021-12-11 16:26:06,165.8,131.32,13
2021-12-11 16:28:11,166.3,131.57,15
2021-12-11 16:30:16,166.8,131.7,25
2021-12-11 16:32:20,167.5,132.12,16
2021-12-11 16:34:25,168.1,132.63,15
2021-12-11 16:36:29,168.7,132.72,11
2021-12-11 16:38:34,169.3,133.23,14
2021-12-11 16:40:39,169.9,133.58,11
2021-12-11 16:42:43,170.5,133.84,10
2021-12-11 16:44:48,171.0,134.17,15
2021-12-11 16:46:53,171.6,134.59,15
2021-12-11 16:48:57,172.2,135.13,14
2021-12-11 16:51:02,172.8,135.18,10
2021-12-11 16:53:06,173.4,135.64,10
2021-12-11 16:55:11,174.0,136.22,12
2021-12-11 16:57:16,174.5,136.41,17
2021-12-11 16:59:20,175.1,136.46,15
2021-12-11 17:01:25,175.7,137.24,14
2021-12-11 17:03:30,176.3,137.61,18
2021-12-11 17:05:34,176.8,137.78,20
2021-12-11 17:07:39,177.6,138.35,15
2021-12-11 17:09:44,178.0,138.64,23
2021-12-11 17:11:48,178.5,139.04,30
2021-12-11 17:13:53,179.2,139.26,11
2021-12-11 17:15:57,179.8,139.83,13
2021-12-11 17:18:02,180.0,140.18,11
2021-12-11 17:20:07,180.0,140.15,13
2021-12-11 17:22:11,179.9,140.95,18
2021-12-11 17:24:16,180.0,141.24,13
2021-12-11 17:26:20,180.0,141.61,11
2021-12-11 17:28:25,180.0,141.71,15
2021-12-11 17:30:30,180.0,142.19,15
2021-12-11 17:32:34,180.0,142.69,12
2021-12-11 17:34:39,180.0,142.98,11
2021-12-11 17:36:44,180.0,143.34,14
2021-12-11 17:38:48,180.0,143.61,11
2021-12-11 17:40:53,180.0,143.98,14
2021-12-11 17:42:58,180.0,144.09,11
2021-12-11 17:45:02,180.0,144.51,9
2021-12-11 17:47:07,180.0,145.06,13
2021-12-11 17:49:11,180.0,145.19,11
2021-12-11 17:51:16,180.0,145.35,11
2021-12-11 17:53:21,180.0,145.72,12
2021-12-11 17:55:25,180.0,146.16,15
2021-12-11 17:57:30,180.0,146.36,17
2021-12-11 17:59:35,180.0,146.66,12
2021-12-11 18:01:39,180.0,146.92,15
2021-12-11 18:03:44,180.0,147.26,17
2021-12-11 18:05:48,180.0,147.63,15
2021-12-11 18:07:53,180.0,147.78,10
2021-12-11 18:09:58,180.0,148.18,12
2021-12-11 18:12:02,180.0,148.52,13
2021-12-11 18:14:07,180.0,148.59,12
2021-12-11 18:16:12,180.0,148.97,15
2021-12-11 18:18:16,180.0,149.25,12
2021-12-11 18:20:21,180.0,149.56,11
2021-12-11 18:22:25,180.0,149.71,11
2021-12-11 18:24:30,180.0,150.04,18
2021-12-11 18:26:35,180.0,150.22,13
2021-12-11 18:28:39,180.0,150.62,14
2021-12-11 18:30:44,180.0,150.8,10
2021-12-11 18:32:48,180.0,151.07,12
2021-12-11 18:34:53,180.0,151.47,14
2021-12-11 18:36:58,180.0,151.33,11
2021-12-11 18:39:02,180.0,151.62,12
2021-12-11 18:41:07,180.0,152.09,10
2021-12-11 18:43:14,180.0,152.3,9
2021-12-11 18:45:18,180.0,152.36,11
2021-12-11 18:47:23,180.0,152.7,11
2021-12-11 18:49:28,180.0,152.96,12
2021-12-11 18:51:32,180.0,153.08,12
2021-12-11 18:53:37,180.0,153.4,13
2021-12-11 18:55:42,180.0,153.7,13
2021-12-11 18:57:46,180.0,154.02,11
2021-12-11 18:59:51,180.0,154.11,15
2021-12-11 19:01:55,180.0,154.41,18
2021-12-11 19:04:00,180.0,154.64,9
2021-12-11 19:06:05,180.0,154.71,12
2021-12-11 19:08:09,180.0,154.9,15
2021-12-11 19:10:14,180.0,155.35,14
2021-12-11 19:12:18,180.0,155.41,15
2021-12-11 19:14:23,180.0,155.83,11
2021-12-11 19:16:27,180.0,155.79,13
2021-12-11 19:18:32,180.0,156.03,17
2021-12-11 19:20:37,180.0,156.44,10
2021-12-11 19:22:41,180.0,156.29,12
2021-12-11 19:24:46,180.0,156.52,16
2021-12-11 19:26:50,180.0,157.07,12
2021-12-11 19:28:55,180.0,157.31,14
2021-12-11 19:31:00,180.0,157.23,13
2021-12-11 19:33:04,180.0,157.38,7
2021-12-11 19:35:09,180.0,157.77,13
2021-12-11 19:37:14,180.0,157.88,12
2021-12-11 19:39:18,180.0,157.91,10
2021-12-11 19:41:23,180.0,158.32,11
2021-12-11 19:43:27,180.0,158.44,9
2021-12-11 19:45:32,180.0,158.6,10
2021-12-11 19:47:37,180.0,158.74,12
2021-12-11 19:49:42,180.0,158.85,10
2021-12-11 19:51:46,180.0,159.26,14
2021-12-11 19:53:51,180.0,159.19,11
2021-12-11 19:55:56,180.0,159.5,14
2021-12-11 19:58:00,180.0,159.66,10
2021-12-11 20:00:05,180.0,159.91,13
2021-12-11 20:02:09,180.0,159.89,9
2021-12-11 20:04:14,180.0,159.99,14
2021-12-11 20:06:19,180.0,160.43,11
2021-12-11 20:08:23,180.0,160.48,16
2021-12-11 20:10:28,180.0,160.62,12
2021-12-11 20:12:32,180.0,160.8,12
2021-12-11 20:14:37,180.0,161.03,13
2021-12-11 20:16:42,180.0,161.08,10
2021-12-11 20:18:46,180.0,161.16,10
2021-12-11 20:20:51,180.0,161.46,11
2021-12-11 20:22:55,180.0,161.69,8
2021-12-11 20:25:00,180.0,161.62,10
2021-12-11 20:27:05,180.0,161.87,13
2021-12-11 20:29:09,180.0,162.1,10
2021-12-11 20:31:14,180.0,162.25,13
2021-12-11 20:33:19,180.0,162.43,12
2021-12-11 20:35:23,180.0,162.46,10
2021-12-11 20:37:28,180.0,162.72,13
2021-12-11 20:39:32,180.0,162.92,13
2021-12-11 20:41:37,180.0,162.85,13
2021-12-11 20:43:42,180.0,163.04,15
2021-12-11 20:45:46,180.0,163.27,7
2021-12-11 20:47:51,180.0,163.23,11
2021-12-11 20:49:55,180.0,163.47,10
2021-12-11 20:52:00,180.0,163.76,14
2021-12-11 20:54:05,180.0,163.85,12
2021-12-11 20:56:09,179.9,163.78,17
2021-12-11 20:58:14,180.0,164.2,10
2021-12-11 21:00:18,180.0,164.33,11
2021-12-11 21:02:23,180.0,164.29,11
2021-12-11 21:04:27,180.0,164.26,15
2021-12-11 21:06:32,180.0,164.53,11
2021-12-11 21:08:37,180.0,164.84,10
2021-12-11 21:10:41,180.0,164.91,5
2021-12-11 21:12:46,180.0,164.97,8
2021-12-11 21:14:50,180.0,165.08,13
2021-12-11 21:16:55,180.0,165.19,15
2021-12-11 21:19:00,180.0,165.36,14
2021-12-11 21:21:04,180.0,165.43,18
2021-12-11 21:23:09,180.0,165.59,15
2021-12-11 21:25:14,180.0,165.84,12
2021-12-11 21:27:18,180.0,165.78,9
2021-12-11 21:29:23,180.0,165.85,10
2021-12-11 21:31:28,180.0,166.13,8
2021-12-11 21:33:32,180.0,166.13,13
2021-12-11 21:35:37,180.0,166.16,12
2021-12-11 21:37:42,180.0,166.46,12
2021-12-11 21:39:46,180.0,166.53,8
2021-12-11 21:41:51,180.0,166.38,10
2021-12-11 21:43:55,180.0,166.76,8
2021-12-11 21:46:00,180.0,167.06,11
2021-12-11 21:48:05,180.0,166.92,14
2021-12-11 21:50:09,179.9,166.95,15
2021-12-11 21:52:14,180.0,167.12,12
2021-12-11 21:54:18,180.0,167.4,13
2021-12-11 21:56:23,180.0,167.3,17
2021-12-11 21:58:28,180.0,167.31,9
2021-12-11 22:00:32,180.0,167.6,9
2021-12-11 22:02:37,180.0,167.74,11
2021-12-11 22:04:42,180.0,167.85,7
2021-12-11 22:06:46,179.9,167.79,16
2021-12-11 22:08:51,180.0,168.04,12
2021-12-11 22:10:56,180.0,168.25,13
2021-12-11 22:13:00,180.0,168.12,7
2021-12-11 22:15:05,180.0,168.17,12
2021-12-11 22:17:10,180.0,168.43,10
2021-12-11 22:19:14,180.0,168.54,12
2021-12-11 22:21:19,180.0,168.56,11
2021-12-11 22:23:24,180.0,168.51,12
2021-12-11 22:25:28,180.0,168.8,13
2021-12-11 22:27:33,180.0,169.01,10
2021-12-11 22:29:37,180.0,168.85,11
2021-12-11 22:31:42,180.0,169.03,15
2021-12-11 22:33:47,180.0,169.15,13
2021-12-11 22:35:51,180.0,169.09,11
2021-12-11 22:37:56,180.0,169.22,11
2021-12-11 22:40:00,180.0,169.25,15
2021-12-11 22:42:05,180.0,169.45,11
2021-12-11 22:44:10,180.0,169.34,14
2021-12-11 22:46:14,179.9,169.58,14
2021-12-11 22:48:19,180.0,169.78,14
2021-12-11 22:50:23,180.0,169.85,8
2021-12-11 22:52:28,180.0,169.81,12
2021-12-11 22:54:33,180.0,169.85,7
2021-12-11 22:56:37,180.0,170.16,11
2021-12-11 22:58:42,180.0,170.03,14
2021-12-11 23:00:46,180.0,170.01,11
2021-12-11 23:02:51,180.0,170.18,11
2021-12-11 23:04:56,180.0,170.33,9
2021-12-11 23:07:00,180.0,170.29,13
2021-12-11 23:09:05,180.0,170.43,14
2021-12-11 23:11:09,180.0,170.51,13
2021-12-11 23:13:14,180.0,170.79,10
2021-12-11 23:15:19,180.0,170.54,13
2021-12-11 23:17:23,180.0,170.74,11
2021-12-11 23:19:28,180.0,170.96,12
2021-12-11 23:21:32,180.0,171.04,13
2021-12-11 23:23:37,180.0,170.84,15
2021-12-11 23:25:42,180.0,170.97,10
2021-12-11 23:27:46,180.0,171.18,12
